"Statistic Label","Census Year","CSO Small Areas 2022","Age","Sex","UNIT","VALUE"
"Population","2022","157139007","Age 0-4","Both Sexes","Number","2"
"Population","2022","217077001","Age 0-4","Males","Number","11"
"Population","2022","217077001","Age 0-4","Females","Number","10"
"Population","2022","217077001","Age 0-4","Both Sexes","Number","21"
"Population","2022","057013003","Age 0-4","Males","Number","7"
"Population","2022","057013003","Age 0-4","Females","Number","4"
"Population","2022","057013003","Age 0-4","Both Sexes","Number","11"
"Population","2022","268099013","Age 0-4","Males","Number","1"
"Population","2022","268099013","Age 0-4","Females","Number","6"
"Population","2022","268099013","Age 0-4","Both Sexes","Number","7"
"Population","2022","268106018","Age 0-4","Males","Number","5"
"Population","2022","268106018","Age 0-4","Females","Number","5"
"Population","2022","268106018","Age 0-4","Both Sexes","Number","10"
"Population","2022","157100001","Age 0-4","Males","Number","4"
"Population","2022","157100001","Age 0-4","Females","Number","10"
"Population","2022","157100001","Age 0-4","Both Sexes","Number","14"
"Population","2022","128011002","Age 0-4","Males","Number","6"
"Population","2022","128011002","Age 0-4","Females","Number","3"
"Population","2022","128011002","Age 0-4","Both Sexes","Number","9"
"Population","2022","107079033","Age 0-4","Males","Number","11"
"Population","2022","107079033","Age 0-4","Females","Number","13"
"Population","2022","107079033","Age 0-4","Both Sexes","Number","24"
"Population","2022","268050010","Age 0-4","Males","Number","16"
"Population","2022","268050010","Age 0-4","Females","Number","7"
"Population","2022","268050010","Age 0-4","Both Sexes","Number","23"
"Population","2022","047042015","Age 0-4","Males","Number","7"
"Population","2022","047042015","Age 0-4","Females","Number","7"
"Population","2022","047042015","Age 0-4","Both Sexes","Number","14"
"Population","2022","167006004","Age 0-4","Males","Number","7"
"Population","2022","167006004","Age 0-4","Females","Number","11"
"Population","2022","167006004","Age 0-4","Both Sexes","Number","18"
"Population","2022","047064018","Age 0-4","Males","Number","8"
"Population","2022","047064018","Age 0-4","Females","Number","8"
"Population","2022","047064018","Age 0-4","Both Sexes","Number","16"
"Population","2022","068019003","Age 0-4","Males","Number","4"
"Population","2022","068019003","Age 0-4","Females","Number","3"
"Population","2022","068019003","Age 0-4","Both Sexes","Number","7"
"Population","2022","267137001","Age 0-4","Males","Number","5"
"Population","2022","267137001","Age 0-4","Females","Number","12"
"Population","2022","267137001","Age 0-4","Both Sexes","Number","17"
"Population","2022","087023008","Age 0-4","Males","Number","6"
"Population","2022","087023008","Age 0-4","Females","Number","4"
"Population","2022","087023008","Age 0-4","Both Sexes","Number","10"
"Population","2022","147019042","Age 0-4","Males","Number","6"
"Population","2022","147019042","Age 0-4","Females","Number","7"
"Population","2022","147019042","Age 0-4","Both Sexes","Number","13"
"Population","2022","077102016","Age 0-4","Males","Number","3"
"Population","2022","077102016","Age 0-4","Females","Number","5"
"Population","2022","077102016","Age 0-4","Both Sexes","Number","8"
"Population","2022","047033017","Age 0-4","Males","Number","9"
"Population","2022","047033017","Age 0-4","Females","Number","11"
"Population","2022","047033017","Age 0-4","Both Sexes","Number","20"
"Population","2022","127001012","Age 0-4","Males","Number","10"
"Population","2022","127001012","Age 0-4","Females","Number","4"
"Population","2022","127001012","Age 0-4","Both Sexes","Number","14"
"Population","2022","048023004","Age 0-4","Males","Number","3"
"Population","2022","048023004","Age 0-4","Females","Number","3"
"Population","2022","048023004","Age 0-4","Both Sexes","Number","6"
"Population","2022","197057003","Age 0-4","Males","Number","0"
"Population","2022","197057003","Age 0-4","Females","Number","5"
"Population","2022","197057003","Age 0-4","Both Sexes","Number","5"
"Population","2022","157083001","Age 0-4","Males","Number","4"
"Population","2022","157083001","Age 0-4","Females","Number","8"
"Population","2022","157083001","Age 0-4","Both Sexes","Number","12"
"Population","2022","047086004","Age 0-4","Males","Number","5"
"Population","2022","047086004","Age 0-4","Females","Number","5"
"Population","2022","047086004","Age 0-4","Both Sexes","Number","10"
"Population","2022","217147001/01","Age 0-4","Males","Number","2"
"Population","2022","217147001/01","Age 0-4","Females","Number","10"
"Population","2022","217147001/01","Age 0-4","Both Sexes","Number","12"
"Population","2022","067057003/01","Age 0-4","Males","Number","10"
"Population","2022","067057003/01","Age 0-4","Females","Number","10"
"Population","2022","067057003/01","Age 0-4","Both Sexes","Number","20"
"Population","2022","047007001","Age 0-4","Males","Number","5"
"Population","2022","047007001","Age 0-4","Females","Number","15"
"Population","2022","047007001","Age 0-4","Both Sexes","Number","20"
"Population","2022","227083002","Age 0-4","Males","Number","6"
"Population","2022","227083002","Age 0-4","Females","Number","7"
"Population","2022","227083002","Age 0-4","Both Sexes","Number","13"
"Population","2022","217031004","Age 0-4","Males","Number","5"
"Population","2022","217031004","Age 0-4","Females","Number","9"
"Population","2022","217031004","Age 0-4","Both Sexes","Number","14"
"Population","2022","047178004","Age 0-4","Males","Number","9"
"Population","2022","047178004","Age 0-4","Females","Number","5"
"Population","2022","047178004","Age 0-4","Both Sexes","Number","14"
"Population","2022","128020004","Age 0-4","Males","Number","2"
"Population","2022","128020004","Age 0-4","Females","Number","3"
"Population","2022","128020004","Age 0-4","Both Sexes","Number","5"
"Population","2022","267092046","Age 0-4","Males","Number","14"
"Population","2022","267092046","Age 0-4","Females","Number","2"
"Population","2022","267092046","Age 0-4","Both Sexes","Number","16"
"Population","2022","167057002","Age 0-4","Males","Number","12"
"Population","2022","167057002","Age 0-4","Females","Number","7"
"Population","2022","167057002","Age 0-4","Both Sexes","Number","19"
"Population","2022","217061001","Age 0-4","Males","Number","7"
"Population","2022","217061001","Age 0-4","Females","Number","7"
"Population","2022","217061001","Age 0-4","Both Sexes","Number","14"
"Population","2022","267002001","Age 0-4","Males","Number","16"
"Population","2022","267002001","Age 0-4","Females","Number","14"
"Population","2022","267002001","Age 0-4","Both Sexes","Number","30"
"Population","2022","217162020","Age 0-4","Males","Number","8"
"Population","2022","217162020","Age 0-4","Females","Number","11"
"Population","2022","217162020","Age 0-4","Both Sexes","Number","19"
"Population","2022","127105029","Age 0-4","Males","Number","5"
"Population","2022","127105029","Age 0-4","Females","Number","5"
"Population","2022","127105029","Age 0-4","Both Sexes","Number","10"
"Population","2022","217172001","Age 0-4","Males","Number","7"
"Population","2022","217172001","Age 0-4","Females","Number","7"
"Population","2022","217172001","Age 0-4","Both Sexes","Number","14"
"Population","2022","207009003","Age 0-4","Males","Number","13"
"Population","2022","207009003","Age 0-4","Females","Number","8"
"Population","2022","207009003","Age 0-4","Both Sexes","Number","21"
"Population","2022","047075001","Age 0-4","Males","Number","7"
"Population","2022","047075001","Age 0-4","Females","Number","13"
"Population","2022","047075001","Age 0-4","Both Sexes","Number","20"
"Population","2022","107052015","Age 0-4","Males","Number","9"
"Population","2022","107052015","Age 0-4","Females","Number","5"
"Population","2022","107052015","Age 0-4","Both Sexes","Number","14"
"Population","2022","057028003","Age 0-4","Males","Number","10"
"Population","2022","057028003","Age 0-4","Females","Number","4"
"Population","2022","057028003","Age 0-4","Both Sexes","Number","14"
"Population","2022","057138006/057138004/057138007","Age 0-4","Males","Number","6"
"Population","2022","057138006/057138004/057138007","Age 0-4","Females","Number","3"
"Population","2022","057138006/057138004/057138007","Age 0-4","Both Sexes","Number","9"
"Population","2022","268153009","Age 0-4","Males","Number","7"
"Population","2022","268153009","Age 0-4","Females","Number","7"
"Population","2022","268153009","Age 0-4","Both Sexes","Number","14"
"Population","2022","047259002","Age 0-4","Males","Number","12"
"Population","2022","047259002","Age 0-4","Females","Number","15"
"Population","2022","047259002","Age 0-4","Both Sexes","Number","27"
"Population","2022","147007003","Age 0-4","Males","Number","9"
"Population","2022","147007003","Age 0-4","Females","Number","9"
"Population","2022","147007003","Age 0-4","Both Sexes","Number","18"
"Population","2022","267157003","Age 0-4","Males","Number","3"
"Population","2022","267157003","Age 0-4","Females","Number","2"
"Population","2022","267157003","Age 0-4","Both Sexes","Number","5"
"Population","2022","268129018","Age 0-4","Males","Number","4"
"Population","2022","268129018","Age 0-4","Females","Number","3"
"Population","2022","268129018","Age 0-4","Both Sexes","Number","7"
"Population","2022","268129004","Age 0-4","Males","Number","11"
"Population","2022","268129004","Age 0-4","Females","Number","7"
"Population","2022","268129004","Age 0-4","Both Sexes","Number","18"
"Population","2022","268140007","Age 0-4","Males","Number","3"
"Population","2022","268140007","Age 0-4","Females","Number","1"
"Population","2022","268140007","Age 0-4","Both Sexes","Number","4"
"Population","2022","157065005/157065004","Age 0-4","Males","Number","6"
"Population","2022","157065005/157065004","Age 0-4","Females","Number","10"
"Population","2022","157065005/157065004","Age 0-4","Both Sexes","Number","16"
"Population","2022","167082026","Age 0-4","Males","Number","10"
"Population","2022","167082026","Age 0-4","Females","Number","6"
"Population","2022","167082026","Age 0-4","Both Sexes","Number","16"
"Population","2022","047197001/047197003/047197005","Age 0-4","Males","Number","10"
"Population","2022","047197001/047197003/047197005","Age 0-4","Females","Number","6"
"Population","2022","047197001/047197003/047197005","Age 0-4","Both Sexes","Number","16"
"Population","2022","227058005","Age 0-4","Males","Number","5"
"Population","2022","227058005","Age 0-4","Females","Number","8"
"Population","2022","227058005","Age 0-4","Both Sexes","Number","13"
"Population","2022","107078003","Age 0-4","Males","Number","15"
"Population","2022","107078003","Age 0-4","Females","Number","7"
"Population","2022","107078003","Age 0-4","Both Sexes","Number","22"
"Population","2022","167034001","Age 0-4","Males","Number","10"
"Population","2022","167034001","Age 0-4","Females","Number","7"
"Population","2022","167034001","Age 0-4","Both Sexes","Number","17"
"Population","2022","268028014","Age 0-4","Males","Number","12"
"Population","2022","268028014","Age 0-4","Females","Number","9"
"Population","2022","268028014","Age 0-4","Both Sexes","Number","21"
"Population","2022","247009002","Age 0-4","Males","Number","11"
"Population","2022","247009002","Age 0-4","Females","Number","8"
"Population","2022","247009002","Age 0-4","Both Sexes","Number","19"
"Population","2022","147014018","Age 0-4","Males","Number","12"
"Population","2022","147014018","Age 0-4","Females","Number","10"
"Population","2022","147014018","Age 0-4","Both Sexes","Number","22"
"Population","2022","268032013","Age 0-4","Males","Number","1"
"Population","2022","268032013","Age 0-4","Females","Number","0"
"Population","2022","268032013","Age 0-4","Both Sexes","Number","1"
"Population","2022","268128016","Age 0-4","Males","Number","4"
"Population","2022","268128016","Age 0-4","Females","Number","6"
"Population","2022","268128016","Age 0-4","Both Sexes","Number","10"
"Population","2022","267003016","Age 0-4","Males","Number","3"
"Population","2022","267003016","Age 0-4","Females","Number","4"
"Population","2022","267003016","Age 0-4","Both Sexes","Number","7"
"Population","2022","067059006/067059013","Age 0-4","Males","Number","4"
"Population","2022","067059006/067059013","Age 0-4","Females","Number","6"
"Population","2022","067059006/067059013","Age 0-4","Both Sexes","Number","10"
"Population","2022","157002005","Age 0-4","Males","Number","11"
"Population","2022","157002005","Age 0-4","Females","Number","6"
"Population","2022","157002005","Age 0-4","Both Sexes","Number","17"
"Population","2022","207055016","Age 0-4","Males","Number","15"
"Population","2022","207055016","Age 0-4","Females","Number","9"
"Population","2022","207055016","Age 0-4","Both Sexes","Number","24"
