"Statistic Label","Census Year","Electoral Divisions","UNIT","VALUE"
"Persons aged 30-39 years","2022","Baurtregaum, Kerry","Number","27"
"Persons aged 30-39 years","2022","Beal, Kerry","Number","19"
"Persons aged 30-39 years","2022","Blennerville, Kerry","Number","63"
"Persons aged 30-39 years","2022","Boolteens, Kerry","Number","66"
"Persons aged 30-39 years","2022","Brandon, Kerry","Number","18"
"Persons aged 30-39 years","2022","Brewsterfield, Kerry","Number","91"
"Persons aged 30-39 years","2022","Brosna, Kerry","Number","85"
"Persons aged 30-39 years","2022","Caher, Kerry","Number","232"
"Persons aged 30-39 years","2022","Caherdaniel, Kerry","Number","30"
"Persons aged 30-39 years","2022","Cappagh, Kerry","Number","33"
"Persons aged 30-39 years","2022","Caragh, Kerry","Number","93"
"Persons aged 30-39 years","2022","Carker, Kerry","Number","61"
"Persons aged 30-39 years","2022","Carrig, Kerry","Number","35"
"Persons aged 30-39 years","2022","Castlecove, Kerry","Number","24"
"Persons aged 30-39 years","2022","Castlegregory, Kerry","Number","95"
"Persons aged 30-39 years","2022","Castleisland, Kerry","Number","465"
"Persons aged 30-39 years","2022","Castlequin, Kerry","Number","55"
"Persons aged 30-39 years","2022","Causeway, Kerry","Number","89"
"Persons aged 30-39 years","2022","Churchtown, Kerry","Number","47"
"Persons aged 30-39 years","2022","Cloghane, Kerry","Number","23"
"Persons aged 30-39 years","2022","Clogherbrien, Kerry","Number","153"
"Persons aged 30-39 years","2022","Cloontubbrid, Kerry","Number","28"
"Persons aged 30-39 years","2022","Clydagh, Kerry","Number","14"
"Persons aged 30-39 years","2022","Coolies, Kerry","Number","93"
"Persons aged 30-39 years","2022","Coom, Kerry","Number","271"
"Persons aged 30-39 years","2022","Cordal, Kerry","Number","46"
"Persons aged 30-39 years","2022","Crinny, Kerry","Number","35"
"Persons aged 30-39 years","2022","Curraghbeg, Kerry","Number","23"
"Persons aged 30-39 years","2022","Curraghmore, Kerry","Number","40"
"Persons aged 30-39 years","2022","Currans, Kerry","Number","24"
"Persons aged 30-39 years","2022","Darrynane, Kerry","Number","13"
"Persons aged 30-39 years","2022","Dawros, Kerry","Number","47"
"Persons aged 30-39 years","2022","Deelis, Kerry","Number","48"
"Persons aged 30-39 years","2022","Derreen, Kerry","Number","22"
"Persons aged 30-39 years","2022","Derriana/Cloon, Kerry","Number","15"
"Persons aged 30-39 years","2022","Dingle, Kerry","Number","225"
"Persons aged 30-39 years","2022","Doocarrig, Kerry","Number","55"
"Persons aged 30-39 years","2022","Doon, Kerry","Number","54"
"Persons aged 30-39 years","2022","Dromin, Kerry","Number","88"
"Persons aged 30-39 years","2022","Drommartin, Kerry","Number","46"
"Persons aged 30-39 years","2022","Dromore, Kerry","Number","22"
"Persons aged 30-39 years","2022","Duagh, Kerry","Number","47"
"Persons aged 30-39 years","2022","Dunloe, Kerry","Number","100"
"Persons aged 30-39 years","2022","Dunquin, Kerry","Number","25"
"Persons aged 30-39 years","2022","Dunurlin, Kerry","Number","42"
"Persons aged 30-39 years","2022","Emlagh, Kerry","Number","107"
"Persons aged 30-39 years","2022","Ennismore, Kerry","Number","64"
"Persons aged 30-39 years","2022","Flesk, Kerry","Number","35"
"Persons aged 30-39 years","2022","Glanbehy, Kerry","Number","141"
"Persons aged 30-39 years","2022","Glanlee, Kerry","Number","17"
"Persons aged 30-39 years","2022","Glanlough, Kerry","Number","9"
"Persons aged 30-39 years","2022","Glanmore, Kerry","Number","18"
"Persons aged 30-39 years","2022","Glinn, Kerry","Number","167"
"Persons aged 30-39 years","2022","Gneeves, Kerry","Number","36"
"Persons aged 30-39 years","2022","Greenane, Kerry","Number","20"
"Persons aged 30-39 years","2022","Gullane, Kerry","Number","25"
"Persons aged 30-39 years","2022","Gunsborough, Kerry","Number","14"
"Persons aged 30-39 years","2022","Headfort, Kerry","Number","150"
"Persons aged 30-39 years","2022","Inch, Kerry","Number","26"
"Persons aged 30-39 years","2022","Kenmare, Kerry","Number","468"
"Persons aged 30-39 years","2022","Kerryhead, Kerry","Number","48"
"Persons aged 30-39 years","2022","Kilbonane, Kerry","Number","57"
"Persons aged 30-39 years","2022","Kilcummin, Kerry","Number","256"
"Persons aged 30-39 years","2022","Kilfeighny, Kerry","Number","105"
"Persons aged 30-39 years","2022","Kilfelim, Kerry","Number","21"
"Persons aged 30-39 years","2022","Kilflyn, Kerry","Number","17"
"Persons aged 30-39 years","2022","Kilgarrylander, Kerry","Number","83"
"Persons aged 30-39 years","2022","Kilgarvan, Kerry","Number","97"
"Persons aged 30-39 years","2022","Kilgobban, Kerry","Number","26"
"Persons aged 30-39 years","2022","Kilgobnet, Kerry","Number","110"
"Persons aged 30-39 years","2022","Killahan, Kerry","Number","42"
"Persons aged 30-39 years","2022","Killarney Rural, Kerry","Number","1004"
"Persons aged 30-39 years","2022","Killarney Urban, Kerry","Number","1651"
"Persons aged 30-39 years","2022","Killeentierna, Kerry","Number","86"
"Persons aged 30-39 years","2022","Killehenny, Kerry","Number","268"
"Persons aged 30-39 years","2022","Killinane, Kerry","Number","24"
"Persons aged 30-39 years","2022","Killorglin, Kerry","Number","591"
"Persons aged 30-39 years","2022","Killury, Kerry","Number","54"
"Persons aged 30-39 years","2022","Kilmalkedar, Kerry","Number","60"
"Persons aged 30-39 years","2022","Kilmeany, Kerry","Number","59"
"Persons aged 30-39 years","2022","Kilmurry, Kerry","Number","30"
"Persons aged 30-39 years","2022","Kilnanare, Kerry","Number","97"
"Persons aged 30-39 years","2022","Kilquane, Kerry","Number","40"
"Persons aged 30-39 years","2022","Kilshenane, Kerry","Number","27"
"Persons aged 30-39 years","2022","Kiltallagh, Kerry","Number","51"
"Persons aged 30-39 years","2022","Kiltomy, Kerry","Number","35"
"Persons aged 30-39 years","2022","Kinard, Kerry","Number","37"
"Persons aged 30-39 years","2022","Knockglass, Kerry","Number","41"
"Persons aged 30-39 years","2022","Knocknagashel, Kerry","Number","86"
"Persons aged 30-39 years","2022","Knocknahoe, Kerry","Number","35"
"Persons aged 30-39 years","2022","Lack, Kerry","Number","32"
"Persons aged 30-39 years","2022","Lackabaun, Kerry","Number","43"
"Persons aged 30-39 years","2022","Lahard, Kerry","Number","74"
"Persons aged 30-39 years","2022","Leitrim, Kerry","Number","54"
"Persons aged 30-39 years","2022","Lickeen, Kerry","Number","7"
"Persons aged 30-39 years","2022","Lislaughtin, Kerry","Number","59"
"Persons aged 30-39 years","2022","Lisselton, Kerry","Number","31"
"Persons aged 30-39 years","2022","Listowel Rural, Kerry","Number","153"
"Persons aged 30-39 years","2022","Listowel Urban, Kerry","Number","559"
"Persons aged 30-39 years","2022","Lixnaw, Kerry","Number","166"
"Persons aged 30-39 years","2022","Loughbrin, Kerry","Number","17"
"Persons aged 30-39 years","2022","Loughcurrane, Kerry","Number","26"
"Persons aged 30-39 years","2022","Marhin, Kerry","Number","22"
"Persons aged 30-39 years","2022","Mastergeehy/Canuig, Kerry","Number","14"
"Persons aged 30-39 years","2022","Maum, Kerry","Number","15"
"Persons aged 30-39 years","2022","Millbrook, Kerry","Number","63"
"Persons aged 30-39 years","2022","Milltown, Kerry","Number","333"
"Persons aged 30-39 years","2022","Minard, Kerry","Number","49"
"Persons aged 30-39 years","2022","Molahiffe, Kerry","Number","207"
"Persons aged 30-39 years","2022","Mount Eagle, Kerry","Number","14"
"Persons aged 30-39 years","2022","Moynsha, Kerry","Number","47"
"Persons aged 30-39 years","2022","Muckross, Kerry","Number","136"
"Persons aged 30-39 years","2022","Newtownsandes, Kerry","Number","162"
"Persons aged 30-39 years","2022","Nohaval, Kerry","Number","48"
"Persons aged 30-39 years","2022","O'brennan, Kerry","Number","51"
"Persons aged 30-39 years","2022","Portmagee, Kerry","Number","39"
"Persons aged 30-39 years","2022","Ratass, Kerry","Number","95"
"Persons aged 30-39 years","2022","Rathea, Kerry","Number","37"
"Persons aged 30-39 years","2022","Rathmore, Kerry","Number","299"
"Persons aged 30-39 years","2022","Reen, Kerry","Number","24"
"Persons aged 30-39 years","2022","Rockfield, Kerry","Number","49"
"Persons aged 30-39 years","2022","Scartaglin, Kerry","Number","81"
"Persons aged 30-39 years","2022","Shronowen, Kerry","Number","21"
"Persons aged 30-39 years","2022","Sneem, Kerry","Number","88"
"Persons aged 30-39 years","2022","St. Finan's, Kerry","Number","12"
"Persons aged 30-39 years","2022","Stradbally, Kerry","Number","19"
"Persons aged 30-39 years","2022","Tahilla, Kerry","Number","25"
"Persons aged 30-39 years","2022","Tarbert, Kerry","Number","85"
"Persons aged 30-39 years","2022","Tarmon, Kerry","Number","38"
"Persons aged 30-39 years","2022","Teeranearagh, Kerry","Number","21"
"Persons aged 30-39 years","2022","Tralee Rural, Kerry","Number","2523"
"Persons aged 30-39 years","2022","Tralee Urban, Kerry","Number","1021"
"Persons aged 30-39 years","2022","Trienearagh, Kerry","Number","39"
"Persons aged 30-39 years","2022","Tubrid, Kerry","Number","78"
"Persons aged 30-39 years","2022","Urlee, Kerry","Number","42"
"Persons aged 30-39 years","2022","Valencia, Kerry","Number","73"
"Persons aged 30-39 years","2022","Ventry, Kerry","Number","32"
"Persons aged 30-39 years","2022","Abbey A, Limerick","Number","539"
"Persons aged 30-39 years","2022","Abbey B, Limerick","Number","398"
"Persons aged 30-39 years","2022","Abbey C, Limerick","Number","116"
"Persons aged 30-39 years","2022","Abbey D, Limerick","Number","198"
"Persons aged 30-39 years","2022","Ballinacurra A, Limerick","Number","406"
"Persons aged 30-39 years","2022","Ballinacurra B, Limerick","Number","153"
"Persons aged 30-39 years","2022","Ballynanty, Limerick","Number","438"
"Persons aged 30-39 years","2022","Castle A, Limerick","Number","157"
"Persons aged 30-39 years","2022","Castle B, Limerick","Number","92"
"Persons aged 30-39 years","2022","Castle C, Limerick","Number","242"
"Persons aged 30-39 years","2022","Castle D, Limerick","Number","199"
"Persons aged 30-39 years","2022","Coolraine, Limerick","Number","217"
"Persons aged 30-39 years","2022","Custom House, Limerick","Number","233"
"Persons aged 30-39 years","2022","Dock A, Limerick","Number","759"
"Persons aged 30-39 years","2022","Dock B, Limerick","Number","287"
"Persons aged 30-39 years","2022","Dock C, Limerick","Number","199"
"Persons aged 30-39 years","2022","Dock D, Limerick","Number","103"
"Persons aged 30-39 years","2022","Farranshone, Limerick","Number","129"
"Persons aged 30-39 years","2022","Galvone A, Limerick","Number","166"
"Persons aged 30-39 years","2022","Galvone B, Limerick","Number","94"
"Persons aged 30-39 years","2022","Glentworth A, Limerick","Number","117"
"Persons aged 30-39 years","2022","Glentworth B, Limerick","Number","156"
"Persons aged 30-39 years","2022","Glentworth C, Limerick","Number","77"
"Persons aged 30-39 years","2022","John's A, Limerick","Number","84"
"Persons aged 30-39 years","2022","John's B, Limerick","Number","136"
"Persons aged 30-39 years","2022","John's C, Limerick","Number","120"
"Persons aged 30-39 years","2022","Killeely A, Limerick","Number","172"
"Persons aged 30-39 years","2022","Killeely B, Limerick","Number","140"
"Persons aged 30-39 years","2022","Limerick North Rural, Limerick","Number","1096"
"Persons aged 30-39 years","2022","Market, Limerick","Number","564"
"Persons aged 30-39 years","2022","Prospect A, Limerick","Number","113"
"Persons aged 30-39 years","2022","Prospect B, Limerick","Number","88"
"Persons aged 30-39 years","2022","Rathbane, Limerick","Number","231"
"Persons aged 30-39 years","2022","Shannon A, Limerick","Number","394"
"Persons aged 30-39 years","2022","Shannon B, Limerick","Number","346"
"Persons aged 30-39 years","2022","Singland A, Limerick","Number","220"
"Persons aged 30-39 years","2022","Singland B, Limerick","Number","432"
"Persons aged 30-39 years","2022","St. Laurence, Limerick","Number","203"
"Persons aged 30-39 years","2022","Abbeyfeale, Limerick","Number","345"
"Persons aged 30-39 years","2022","Abbeyville, Limerick","Number","38"
"Persons aged 30-39 years","2022","Abington, Limerick","Number","172"
"Persons aged 30-39 years","2022","Adare North, Limerick","Number","70"
"Persons aged 30-39 years","2022","Adare South, Limerick","Number","254"
"Persons aged 30-39 years","2022","Anglesborough, Limerick","Number","33"
"Persons aged 30-39 years","2022","Ardagh, Limerick","Number","99"
"Persons aged 30-39 years","2022","Ardpatrick, Limerick","Number","35"
"Persons aged 30-39 years","2022","Askeaton East, Limerick","Number","74"
"Persons aged 30-39 years","2022","Askeaton West, Limerick","Number","145"
"Persons aged 30-39 years","2022","Athlacca, Limerick","Number","40"
"Persons aged 30-39 years","2022","Aughinish, Limerick","Number","37"
"Persons aged 30-39 years","2022","Ballingarry, Limerick","Number","130"
"Persons aged 30-39 years","2022","Ballintober, Limerick","Number","42"
"Persons aged 30-39 years","2022","Ballyagran, Limerick","Number","62"
"Persons aged 30-39 years","2022","Ballyallinan, Limerick","Number","44"
"Persons aged 30-39 years","2022","Ballybricken, Limerick","Number","184"
"Persons aged 30-39 years","2022","Ballycummin, Limerick","Number","2981"
"Persons aged 30-39 years","2022","Ballygrennan, Limerick","Number","46"
"Persons aged 30-39 years","2022","Ballylanders, Limerick","Number","76"
"Persons aged 30-39 years","2022","Ballymacshaneboy, Limerick","Number","44"
"Persons aged 30-39 years","2022","Ballynabanoge, Limerick","Number","29"
"Persons aged 30-39 years","2022","Ballynacarriga, Limerick","Number","134"
"Persons aged 30-39 years","2022","Ballynoe West, Limerick","Number","23"
"Persons aged 30-39 years","2022","Ballynoe, Limerick","Number","60"
"Persons aged 30-39 years","2022","Ballysimon, Limerick","Number","2446"
"Persons aged 30-39 years","2022","Ballyvarra, Limerick","Number","513"
"Persons aged 30-39 years","2022","Bilboa, Limerick","Number","57"
"Persons aged 30-39 years","2022","Boola, Limerick","Number","15"
"Persons aged 30-39 years","2022","Broadford, Limerick","Number","98"
